id,name,description,category,base_en,base_tp,op_1_desc,op_1_en,op_1_tp,op_2_desc,op_2_en,op_2_tp,op_3_desc,op_3_en,op_3_tp,type,mechanic,percentage,duration,defense
345,Circle,"This part affects parts of a Power that target evasion. Your Power circles around the target within 1 space of it. If the target moves to or through where the attack is circling, the attack hits. You may roll to hit other targets inside the circle of attack as a quick action. You may choose to hit the target being circled without needing to roll. The circle lasts 1 round; at the end of that round, the circling attack hits the target without using an action.",Control,1.5,2,+1 EN for each additional round of circling.,1,1,,,,,,,Power,false,false,false,
346,Forbiddance,Ward an area from any form of magical travel such as teleporting in or out. The area a 30 meter radius centered on a point you can see.,Control,15,2,+1.5 EN for each additional 30 meters.,1.5,1,,,,,,,Power,false,false,false,
347,Fly,You can fly with a speed of 3 spaces.,Control,9,2,+3 EN for each additional 3 spaces.,3,1,,,,,,,Power,false,false,false,
348,Climbing,Target gains a climb speed equal to one half of their speed. They can climb vertical and horizontal surfaces even upside down.,Control,1.5,2,+1.5 EN For this to be the target's full speed instead.,1.5,1,,,,,,,Power,false,false,false,
349,Vanish from Realm,Vanish from this realm and appear in a safe and temporary demi-realm where you cannot see or hear anything. You re-appear in the same location from which you vanished when this duration ends (or on another condition specified in the Power).,Control,6,2,,,,,,,,,,Power,false,false,false,
350,Merge with Material,"You step into a specific material made object or surface large enough to fully contain your body, merging yourself and your equipment with the material for the duration. To use this Power, you must touch the material. Nothing of your presence remains visible or otherwise detectable by non magical senses. While merged with the material, you cannot see outside, and any Acuity rolls or scores to hear sounds beyond the material have -5. You remain aware of the passage of time and can use Powers on yourself while merged within it. You can use 1 space of movement to exit the material where you entered, which ends the Power. Otherwise, you cannot move. Minor physical damage to the material does not harm you, but partial destruction or alteration of its shape (to the extent that you no longer fit within it) expels you and inflicts 6d6 Magic damage. Complete destruction of the material (or its transmutation into a different substance) expels you and inflicts 50 Magic damage. If expelled, you appear in the nearest unoccupied space to where you first entered, and you are Prone.",Control,11,2,,,,,,,,,,Power,false,false,false,
351,Remove Action Points,Remove 1 of the target's action points. At the end of the target's turn it regains 1 less action point. +7 EN For each additional action point removed to a maximum of 3. Target's your choice of defense (might by default).,Control,7,4,+7 EN For each additional action point removed to a maximum of 3.,7,1,,,,,,,Power,false,false,false,
352,Flood,"Raise the water level of an area by 1 space. If the area is a large body of water you can create waves this high instead traveling through one side of the area to another. If it collides with a boat where the wave is at least half the height or more of it, it has a 25 percent chance of capsizing.",Control,4,1,+2.5 EN for each additional space to a maximum of 5 spaces.,2.5,1,,,,,,,Power,false,false,false,
353,Part Liquid,All liquid in an area is moved to the sides of the area and slowly fills in after this Power ends.,Control,3,1,,,,,,,,,,Power,false,false,false,
354,Redirect Liquid,"You direct liquid in the area to move in a direction of your choice, even if it needs to flow over obstacles, up walls, or through other unusual paths. Within the area of effect, the liquid moves as you command, but once it flows beyond this area, it resumes its natural course based on the terrain. The liquid will continue moving in the specified direction until the effect ends or you choose to apply a different effect.",Control,4,1,,,,,,,,,,Power,false,false,false,
355,Control Weather,"You take control of the weather within 5 kilometers of you for the duration. You must be outdoors to use this Power, and it ends early if you go indoors. When you activate the Power, you alter the current weather conditions, which are determined by the RM. You can change precipitation, temperature, and wind. It takes 1d4 × 10 minutes for the new conditions to gradually take effect. Once they do, you can change the conditions again. When the Power ends, the weather gradually returns to its normal state. When changing the wind, you can also alter its direction.",Control,20,4,+7 EN Increase the radius by 5 kilometers.,7,1,,,,,,,Power,false,false,false,
356,Mini-Demirealm,Create space accessible through a 1x2 space opening or a 1 space horizontal opening. The space is a 1x2 meter demi realm.,World Manipulation,9,2,,,,,,,,,,Power,false,false,false,
357,Demi Realm,Create an opening that can have a door or not. The opening goes into a 6x6 space stone or wood room. The Power lasts for an hour and if any creature's are inside when it ends they can choose to appear outside of the opening or remain within the demirealm. Each time you use this Power part you can choose to connect to a demirealm that you've created before or to create a new one. All items remain within that demirealm.,World Manipulation,60,4,,,,,,,,,,Power,false,false,false,
358,Realmshift,"Transport target to a different realm known to you, or a random unknown realm of the RM's choice. Targets mental fortitude or evasion of target creature if it is unwilling.",World Manipulation,52,22,,,,,,,,,,Power,false,false,false,
359,Negate Gravity,"Negate gravity for target for the duration. Targets without gravity cannot move using the ground unless they grapple it. If hit, they automatically take 3 spaces of movement knockback, including upward, if not holding onto something. Once moving in a direction, they continue moving in that direction at a pace equal to the number of spaces they moved each round unless they're able to control themselves or stop somehow. Targets Might",World Manipulation,22,2,,,,,,,,,,Power,false,false,false,
360,Invert or Redirect Gravity,"Target's gravity is redirected to a certain direction. They treat the world as if for them gravity affects them and all they are wearing in this new direction. If they would fall, they fall 12 spaces in the direction of gravity per round their gravity is affected.",World Manipulation,32,2,,,,,,,,,,Power,false,false,false,
361,Increase Gravity,"The effect of gravity on the target doubles. Each level of increased gravity causes fall damage and speed to double, -1 to Reflex and physical attack rolls for each level of gravity increase. Movement speed on the 'ground' gravity affects is reduced by 1 for each level of increase to a minimum of 1 MS. When tripling gravity increase or more, the target takes 1d4 bludgeoning damage at the beginning of its turn +1d4 for each level of increase.",World Manipulation,15,2,"+7 EN, +1 TP for each additional multiplier of increase (triple, quadruple, etc.)",7,2,,,,,,,Power,false,false,false,
362,Gravity Center,"Create a new center of gravity at the target point. Creatures and objects not secured to something within 1 space of this point are pulled closer to it on a failed Might check against your potency. If pulled in, creatures and objects can occupy the same space as other creatures and objects pulled into the gravity center.",World Manipulation,9,2,"+6 EN, +1 TP to increase the range of the gravity center by 1 space.",6,2,,,,,,,Power,false,false,false,
363,Freeze Time,"Time stops. Time freezes for every target and object, except those your character is touching or carrying before freezing time. Using any Powers or Techniques or making any attacks while time is frozen that would harm another creature causes this Power to end immediately, unfreezing time and resuming initiative order with the turn after yours.",World Manipulation,21,4,"+11 EN, +1 TP per additional round of frozen time",11,2,,,,,,,Power,false,false,false,
364,Rewind Time,"Time reverses a target creature or object, placing them in the state they were in exactly one round before. They return to the original condition and position they were in at the beginning of the turn in which time was rewound. If the target is unwilling, you target their Evasion.",World Manipulation,22,4,"+9 EN, +1 TP per additional round(s) of rewinded time.",9,2,,,,,,,Power,false,false,false,
365,Terraform,"Change 100 spaces in each direction into a terrain of your choice that would occur naturally in nature. The Realm Master decides how the terrain affects targets, but you may decide the terrain type and what it generally looks like. Whatever the chosen terrain is, it cannot immediately harm any creatures, such as a chasm opening beneath a creature, causing it to fall and take more than the damage given by the Power itself. Lasts for 5 minutes.",World Manipulation,23,4,+7 EN to increase the range by 100 spaces.,7,1,"+7 EN, +1 TP to add +1d2 damage per turn to the terrain landscape targeting Reflex, i.e., inside a volcanic terrain, creatures would roll Reflex at the start of their turn(s), taking 1d2 fire damage on failure.",7,2,"+11 EN, +1 TP for every additional 5 minutes.",11,2,Power,false,false,false,
366,Growth,Grow any living plant in range. This plant can provide cover and take damage like any other plant large enough to fill the space it occupies.,World Manipulation,0,2,"+2.5 EN for each space the plant grows and fills (up, down, sideways, etc.)",2.5,1,#ERROR!,2.5,2,,,,Power,false,false,false,
367,EmPowered Plant,"Target plant in range holds the effects of the Power. If the Power is an attack Power, the plant may use the Power once per round at the beginning of the round, for as many rounds as the space(s) the plant occupies (if the plant occupies 3 spaces, it can cast the Power 3 times total, once per round). The plant uses your Power attack bonus and potency for attacks but has -4 to both. Lasts 1 minute.",World Manipulation,4,4,"+3 EN, +1 TP per additional minute.",3,2,,,,,,,Power,false,false,false,
368,Long-Linger On Surface,"Your Power is infused onto a surface (as an image, rune, writing, etc.). You may activate the Power as a quick reaction or allow it to activate automatically when a trigger condition is met (e.g., a creature touching or occupying the same space as the rune). You pay the EN cost when you use the Power, not when you activate the rune. Runes persist until dispelled or activated.",General,4,2,,,,,,,,,,Power,false,false,false,
369,Add Weapon to Power,"You may use a weapon in conjunction with the Power, granting its range and properties. You can make the weapon's attack as part of the action to use the Power, using the weapon's attack roll ability. For damage, choose between your Power attack bonus or martial attack bonus. If the Power has a duration longer than one round, the weapon gains the lingering effect, able to reapply the Power's effects when hitting a creature. Alternatively, you may choose to have the Power linger on the target(s) for the Power's duration, allowing them to make a defense roll to end it.",General,0,1,0.5 EN for each TP of the weapon proficiency cost.,0.5,0,,,,,,,Power,false,false,false,
370,Destruction,"Damage dealt by the Power to objects, walls, ceilings, etc., is doubled.",General,1.5,2,"+1.5 EN, +1 TP to triple damage dealt to objects, walls, ceilings, etc. instead",1.5,2,,,,,,,Power,false,false,false,
371,Randomize,"X EN: Roll your choice of an even-sided die (1d2-1d100) when using this Power. The result of the Power depends on the number rolled, with each number corresponding to its own set of Power parts. +1 EN for each positive outcome; -1 EN for each negative outcome, which cannot be resisted if used on an ally. When creating a Power using this part, only pay the TP cost for the result with the highest TP cost, not for each option. This Power part can reduce EN to 0 or less, but Powers must always cost at least 1 EN. You may have more than one of the same outcome represented in the options to increase it's likelihood of being rolled. If this Power lingers you may choose to re-roll this effect at the beginning of each affected creatures turn or on your turn.",General,-1,2,"-1 EN for each negative outcome, which cannot be resisted if used on an ally.",-1,0,+1 EN for each positive outcome.,1,0,-0.5 TP Use this to only pay TP for the highest TP part by reducing cost of other parts.,-0.5,0,Power,false,false,false,
372,Half-Damage on Fail,"50% EN: When this Power misses or is overcome by a creature, you may still determine the damage it would have dealt and deal half of that damage instead.",General,1.5,2,,,,,,,,,,Power,false,true,false,
373,Choose Affected Targets,"12.5% EN: If the Power affects more than one creature, you may choose to exclude some or all of the targets.",General,1.125,2,,,,,,,,,,Power,false,true,false,
374,Activate on Weapon Hit,"25% EN: When you hit a target with a weapon attack you may choose to spend action points and energy immediately to use this Power as part of that attack, automatically having it take effect on the target without requiring any overcome to do so",General,1.25,0,,,,,,,,,,Power,false,true,false,
375,Duration (Days),800% EN This power lasts for one day.,Duration,8,0,800% EN For a duration of 10 days. 800% EN again for each additional 10 days.,8,0,,,,,,,Power,true,false,true,
376,Duration (Hour),250% EN This power lasts for one hour.,Duration,2.5,0,250% EN For a duration of 6 hours. 250% EN again for a duration of 12 hours.,2.5,0,,,,,,,Power,true,false,true,
377,Duration (Minute),75% EN This power lasts for one minute.,Duration,0.75,0,"75% EN for a duration of 10 minutes, 75% EN again for a duration of 30 minutes.",0.75,0,,,,,,,Power,true,false,true,
378,Duration (Round),12.5% EN This power lasts for two rounds.,Duration,0.125,0,12.5% EN for each additional round up to 6 rounds.,0.125,0,,,,,,,Power,true,false,true,
379,Use Power Again on Overcome,"50% EN: When the target of this Power overcome's it or dies before the duration of the Power ends you may use a quick action or reaction to choose a new target for this Power, targeting them as normal. The Power must have a duration longer than 1 round. The overcome cannot be the initial overcome when the Power was used, it must be a later overcome such as a target rolling a defense against your potency on it's turn.",Duration,1.5,0,,,,,,,,,,Power,true,true,false,
380,Still Affects on Overcome,"25% EN: When this Power would be overcome as to not affect a target, it still applies one turn of the effect, but deal no damage (If any). This requires the Power to have a duration longer than one round.",Duration,1.25,2,,,,,,,,,,Power,true,true,false,
381,Different Effects Each Round,"X EN: Separate this Power into different parts that each take effect on a set round of the Power's duration. Only pay the duration cost and Power energy cost of the most expensive round effect/part of this Power. When creating a Power using this part, only pay the TP cost for the round with the highest TP cost, not for each option.",Duration,0,0,-0.25 EN Use to adjust EN cost accordingly.,-0.25,0,-0.5 TP Use to adjust TP cost accordingly.,-0.5,-0.5,,,,Power,true,false,false,
382,Decrease Multiple Action Penalty,Reduce the multiple attack penalty of the affected creature by 1.,Offense,2,1,Decrease the penalty by another 1.,2,0,,,,,,,Power,false,false,false,
383,Power Range,Add a range of 3 spaces to this power.,Range,0.5,0.5,0.5 EN for each additional 3 spaces.,0.5,0.5,,,,,,,Power,true,false,false,
384,Requires Materials,-12.5% EN: Power requires materials to perform. You must use materials with a gold value equal to 2 times the energy cost of the Power in order to perform.,Restriction,0.875,2,-12.5% EN: For each additional +1 to this multiplier for required gold cost to a maximum decrease total of -75% EN from this part (equating to a total multiplier of 7 times energy cost in gold requirement).,-0.125,0,,,,,,,Power,true,true,false,
385,Ends on Effect/Damage Threshold,"-25% EN: The Power ends immediately upon dealing damage equal to 3/4 its maximum damage capability (if one round) or 1 1/2 of its maximum damage capability (if it lasts more than one round). Alternatively, the Power ends when it has inflicted a condition for 3/4 of its duration without the target overcoming it. Can only be added to offensive Powers",Restriction,0.75,0,,,,,,,,,,Power,true,true,false,
386,Deadly Contingency,"-50% EN: You may choose to end the Power using a quick action only on your turn. If the Power is overcome or ended in any other way during its duration, you enter the dying condition with -1 Health. Can only be added to a Power with a duration longer of 3 rounds or more.",Restriction,0.5,2,,,,,,,,,,Power,true,true,false,
387,Immune to Effect on Overcome,"-25% EN: When a target overcomes any part of this Power, that part of the Power can no longer target them. Can only added to offensive Powers",Restriction,0.75,0,,,,,,,,,,Power,true,true,false,
388,Reverse Effects,"-X EN: If your Power benefits yourself or an ally, you can add a negative effect for you or an ally to reduce the Power's cost by an amount equal to 50% the energy cost of the negative part. The negative effect cannot be nullified or reduced by you or an ally.",Restriction,0,0,-0.5 EN per 1 EN of reversed part. (Set this increase equal to the energy cost of the reversed part.),-1.5,0,,,,,,,Power,true,false,false,
389,Stipulation,"-12.5% EN: Part or all of a Power affects only specific targets based on creature type, elemental affinity, species, or other traits. Alternatively, the Power may only affect creatures under specific conditions (e.g., being grappled, dying, being terminal, etc). As another alternative, this Power can only be used under certain conditions such as while within darkness.",Restriction,0.875,0,"-6.25%% EN to add another acceptable stipulation in addition to the first (an additional creature type, or condition needed.) I.e. Undead or Constructs, grappled or immobile, etc.",-0.0625,0,"-3.125%% EN for each additional acceptable stipulation in addition to the first two (an additional creature type, or condition needed.) I.e. Undead or Constructs, grappled or immobile, etc.",-0.03125,0,,,,Power,true,true,false,
390,Not Activated until Target Moves,"-25% EN: Power's effects do not activate unless the target moves. If they remain still until the Power's duration ends, the Power has no effect. Only reduce the cost based on parts that deal damage or effects, not additional parts. This part can only be added to offensive Powers",Restriction,0.75,2,,,,,,,,,,Power,true,true,false,
391,One Round Adaptation,"-25% EN: If the Power meets these criteria, its cost is reduced by ¼: Lasts only 1 round. Only applies adaptation effects (other than Health or Energy regain). Is not over 10 EN in cost.",Restriction,0.75,0,,,,,,,,,,Power,true,true,false,
392,Targets Additional Defense,"-25% EN: Target may roll your choice of defense against your potency. On success, they are unaffected. If the target is an ally it must make this roll against your default potency (ie your potency without any bonuses or penalties).",Restriction,0.75,0,,,,,,,,,,Power,true,true,false,
393,Proximity Requirement,-12.5% EN: You must remain within a certain range of the target of this Power. If either target is ever beyond this range the Power ends. The range is equal to one half of the range of this Power. Must be added to Power that targets another creature and has a duration longer than 1 round.,Restriction,0.875,0,,,,,,,,,,Power,true,true,false,
394,Merged Potency,"-12.5% EN: If Power targets multiple defenses with lingering effects, you may combine those into one targeted defense that makes sense, causing both effects to end together once overcome. (Such as a wrap of necrotic cords targeting fortitude and might, combining these to just might for overcoming the entire lingering effect, or a charm Power that also deals psychic damage targeting resolve alone instead of mental fortitude and resolve). Can only be added to offensive Powers",Restriction,0.875,0,,,,,,,,,,Power,true,true,false,
395,Transferred Effect,"-25% EN: This Power's effects do not activate until after an amount of time equal to a fourth of this Power's duration (minimum 1 round). If at any point a target affected by the Power deals melee damage to another creature before the Power activates, the Power transfers to that new creature and the one fourth timer restarts. If the Power has a duration longer than 1 round, the Power can transfer to a new target each round. When the duration of the Power is met, the Power activates. Can only be added to offensive Powers.",Restriction,0.75,2,,,,,,,,,,Power,true,true,false,
396,Target's Possession,"-25% EN: This Power has this energy reduction only if a significant possession of the target is used by the Power. This could be part of a creature's body, a weapon, a piece of armor, etc. but it must be significant to the target. Can only be added to offensive Powers",Restriction,0.75,2,,,,,,,,,,Power,true,true,false,
397,Requires Skill Roll,"-12.5% EN: You use the Ability Roll action as part of the action to use this Power, with which you must make a DS-15 skill roll using a skill chosen upon creation of this Power. The Power fails on a failed roll. The skill roll should thematically match the Power's flavor, be approved by your RM, and cannot be automatically succeeded with any feats, traits, or Powers. The roll is affected by action rules as normal including the need to spend AP if the Ability roll action has already been taken, and suffering the multiple action penalty.",Restriction,0.875,2,-12.5% EN: From the Power if increasing the skill Roll DS by +5 to a maximum DS of 25.,-0.125,0,,,,,,,Power,true,true,false,
398,Wish,Reduce the cost of a Power to 90 EN as long as it's total cost is under 200 EN. You gain 2 levels of exhaustion that cannot be recovered in any way other than the base exhaustion rules for each time you use this Power (after the first time) each full recovery.,Special,0,22,-1 EN Use this to reduce cost of Power to 90 EN.,-1,0,,,,,,,Power,true,false,false,
399,Dispel Immune,"25% EN: Power cannot be nullified, absorbed, dispelled, or reduced in any other way than deflecting or reflecting or through a Power contest.",Special,1.25,2,,,,,,,,,,Power,true,true,false,
400,Password,"Set a specified password that, when spoken, either activates a Power or causes a creature who spoke the password to either be unaffected or affected by the Power. Power must have a duration longer than 1 round.",Special,4,2,,,,,,,,,,Power,true,false,false,
401,Choice,"You may separate portions of this Power and upon using the Power choose which of these portions of the Power to use. You pay the energy cost to use this Power equal to the portion that costs the most energy. Example: You have a Power that has a range of 6 spaces, causes blindness, and deals your choice of 1d10 fire or 1d8 necrotic damage. The Power part's for range and blindness have a total cost together that you add to the more expensive of the two damage options.",Special,0,2,-1 EN Use this to reduce cost of Power parts to highest within choice.,-1,0,,,,,,,Power,true,false,false,
402,Split Power Parts into Groups,"Group of Power Parts: You may treat part of a Power as a separate Power to apply unique stipulations (e.g., only part of a Power lingers). Calculate each Power individually, then combine the costs for the total EN cost.",Special,0,0,,,,,,,,,,Power,true,false,false,
403,No Sightline Required,"25% EN: Your Power can target a point within range without needing sight or perception of that area. Attacks against obscured creatures ignore the obscurity if it was due to low vision alone. Example: Darkness obscures an area lightly giving -1 to your Power overcome roll. This would be ignored. If this instead was a wall completely obscuring the target, you couldn't target the creature because it's a physical and visual obscurity.",Target,1.25,2,,,,,,,,,,Power,true,true,false,
404,Multiple Overcome(s) Required,"50% EN (of all parts being overcome): Target must overcome your Power's effect(s) one additional time in order to avoid the effect(s). If the Power has duration, then the attempts to overcome need not be consecutive. +25% EN for each additional overcome required.",Target,1.5,2,+25% EN for each additional overcome required.,0.25,0,,,,,,,Power,true,true,false,
405,Swim,Target can swim at a speed equal to half of its movement.,Adaptation,1.5,2,+1.5 EN to make this full movement instead.,1.5,1,,,,,,,Power,false,false,false,
406,Polymorph,"Target creature transforms into an animal or beast. You may choose any Beast with a level equal to or less than the target’s. The target’s game statistics are replaced by those of the Beast form, though it retains its alignment, personality, creature type, Health, and Energy. It overheals equal to the Beast form’s Health. The transformation ends early if the target loses all overhealed Health. In its new form, the target is limited to actions allowed by its anatomy, unable to speak or use Powers. The target’s gear merges into the new form, and it cannot access or benefit from this equipment during the transformation.",Adaptation,20,4,,,,,,,,,,Power,false,false,false,
407,Shape-shift,"Target or object shape-shifts into another creature or object for the duration or until you take a basic action to shape-shift it into a different eligible form. The new form must be of a creature with a level no higher than your level. You must have seen this type of creature before. When it shape-shifts, it overheals an amount equal to the Health of the form. The Power ends early if you your health drops to or below it's normal maximum. Your game statistics are replaced by the stat block of the chosen form, but you retain your creature type, alignment, personality, Intelligence, Acuity, and Charisma abilities and their related defenses, Health, Health Dice, proficiencies, and ability to communicate. When you shape-shift, you decide whether your equipment drops to the ground or changes size and shape to fit your new form while you remain in it.",Adaptation,34,9,,,,,,,,,,Power,false,false,false,
408,Material Shape,"Cause a specified material made object of Medium size or smaller, or a section of the material no larger than 5 feet in any dimension, and mold it into a shape of your choice. For instance, you might transform a large piece into a weapon, statue, or coffer, or carve a small passage through a 5-foot-thick wall. You could also alter that type of material door or its frame to seal it shut. The shaped object may include up to two hinges and a latch, but intricate mechanical details cannot be created. You must specify the material when you make this Power.",Adaptation,14,2,,,,,,,,,,Power,false,false,false,
409,Timeless,Target cannot be affected by the effects of aging. This Power part has a default duration of 30 days.,Adaptation,15,2,,,,,,,,,,Power,false,false,false,
410,Sustain Body,"Target does not require food or water to live. This Power part's default duration is 1 day, after which time the target returns to whatever hunger/thirst state it was when this Power was used.",Adaptation,15,2,,,,,,,,,,Power,false,false,false,
411,Specified Exceptions,"When you use this Power, you may specify a creature or objects who are either immune to the Power's effects, or are the only creature and/or objects which can be affected by the effect. +1.5 EN for each additional target you can specify.",Target,1.5,2,+1.5 EN for each additional target you can specify.,1.5,0,,,,,,,Power,true,false,false,
412,Specialized,12.5% EN: Part or all of the Power causes either +1 on attack rolls against target or -1 to target's Defense rolls based on criteria like creature type or species (choose one).,Target,1.125,0,+12.5% EN for each additional +1 or -1.,0.125,0,,,,,,,Power,true,true,false,
413,Alternate Targeted Defense,12.5% EN: Choose a defense your Power targets and change it to target an alternative defense instead. This defense must make sense for how the Power works and function in a way that makes sense such as a tsunami Power targeting might instead of reflex as an area of effect Bludgeoning damage Power.,Target,1.125,0,,,,,,,,,,Power,true,true,false,
414,Split Damage Dice,"A ""Split"" damage dice is when dice could be represented by less dice of greater size, but are ""split"" into smaller sizes instead. Ie 2d6 instead of 1d12 represents one die ""split"" by splitting 1d12 into 2d6.",General,0.5,0,"Each additional time a die is split, ie 3d4 instead of 1d12 is 2 splits instead of 1, this part increases by one.",0.5,0,,,,,,,Power,true,false,false,
