id,name,description,req_desc,ability_req,abil_req_val,skill_req,skill_req_val,feat_cat_req,pow_abil_req,mart_abil_req,pow_prof_req,mart_prof_req,speed_req,feat_lvl,lvl_req,uses_per_rec,rec_period,category,ability,tags,char_feat,state_feat
582,Self-Sustaining,"As a basic action, you may overheal 1d4 Health plus 1/2 your power ability. This ability may only be used outside of an encounter.",,,,,,,,,,,,1,,3,Partial,Utility,,Overheal,false,false
583,Self-Sustaining II,"As a basic action, you may overheal 1d8 Health plus your power ability.",,,,,,,,,,,,2,10,,,Utility,,Overheal,false,false
584,Semi-Echolocation,"When you succeed on a perceive roll relying on hearing, you gain more details about the detected thing's appearance, such as creature size and type if discernible by body structure.",,Acuity,4,,,,,,,,,1,,,,Utility,Acuity,"Perceive,Hearing",true,false
585,Sentinel,"Once per combat, you may take a basic action spending only 1 Action Point (costing only 1 AP instead of 2). Doing so requires that you haven't moved on your turn. You cannot take the movement action for the rest of the round after using this feat.",,,,,,,,,,,,1,,,,Utility,,"Basic Action,Action Point Cost,",false,false
586,Shadow Step,"When obscured by shadow, you may use a quick action to move from your current location to a shadow-obscured location you can see within 12 spaces.",,,,,,,,,,,,1,6,3,Partial,Movement,Agility,"Teleport,Shadow,Obscurity,",false,false
587,Shadow Step,"When obscured by shadow, you may use a quick action to move from your current location to a shadow-obscured location you can see within 12 spaces.",,,,,,,,,,,,1,,3,Partial,Movement,,"Shadow,Teleport,Quick Action,",false,false
588,Shapeshift,"You may spend a minute to change your voice, coloration, hair length, and sex. You can also adjust your height, weight, and race. Changing your race doesn't affect any of your features; it is cosmetic only. You stay in this form until you choose to revert, or you die.",,,,,,,,,,,,1,,3,Partial,Utility,,Shapeshift,true,false
589,Shared Overheal,"As a quick reaction to a creature within 6 spaces taking damage while you have Health that exceed your maximum health, you may expend those Health equal to the amount of damage you wish to reduce from the damage that creature took.",,,,,,,,,,,,1,,,,Support,,"Quick Reaction,Overheal,Damage Reduction,Ally",false,false
590,Shared Power,"When you use a power that targets only yourself, you may treat it as targeting a summon or familiar within 6 spaces as well.",,,,,,,,,,,,1,12,,,Utility,,"Power,Summon,Familiar,",true,false
591,Sharp Mind,"When you make an Intelligence skill roll, you can add your Acuity to the roll as well.",,Acuity,2,,,,,,,,,1,,3,Partial,Utility,Acuity/Intelligence,Intelligence Skill,true,false
592,Sharpshooter,"When attacking with a ranged weapon and targeting a creature at least 10 spaces away, you increase the damage dealt by 1d2.",,,,,,,,,,,,1,,,,Offensive,,"Ranged Weapon,Damage Increase,",false,false
593,Shifting,"As a quick action, you may take the physical form of a creature your size or one size smaller that you have seen and has the same arrangement and number of limbs. This form looks exactly like that creature, including having all objects worn or carried by you shifting to match that form. Your voice doesn't become altered in the form to match.",,,,,,,,,,,,1,,,,Utility,,"State,Shapeshift,",false,true
594,Shifting Dodge,You may take the dodge reaction as a free reaction once each round.,,,,,,,,,,,,1,,,,Defensive,,"Quick Reaction,Evasion Increase,",false,false
595,Shrouded,"When you are obscured by darkness, you count as one level more obscured. If you are completely obscured, you are treated as if you have the Invisible condition.",,,,,,,,,,,,1,,,,Utility,,"Obscurement,Invisible,Darkness,",false,false
596,Signature Power,You may choose one power that costs no more than 1/16 of your total Energy; you may cast this power as if innate. You may change which power this is during a Partial Recovery.,,,,,,,,,,,,1,,,,Utility,,"Power,Innate,",false,false
597,Signature Power II,You may choose one power that costs no more than 1/8 of your total Energy; you may cast this power as if innate. You may change which power this is during a Partial Recovery.,,,,,,,,,,,,2,4,,,Utility,,"Power,Innate,",false,false
598,Signature Power III,You may choose two powers that each cost no more than 1/8 of your total Energy; you may cast these powers as if innate. You may change which powers one or both of these are during a Partial Recovery.,,,,,,,,,,,,3,6,,,Utility,,"Power,Innate,",false,false
599,Silver-Tongued Negotiator,"With your persuasive charm, you excel in negotiation and bargaining situations. Gain a +2 bonus to Persuade skill rolls when haggling prices or making deals.",,,,,,,,,,,,1,,,,Utility,,"Persuade,Negotiate",true,false
600,Sizing Up,"After engaging in a conversation with a creature for at least 1 minute, you can make an Analyze roll even if you don't have the skill. Add your Charisma to this roll in addition to Acuity.",,Charisma,1,,,,,,,,,1,,,,Utility,Charisma/Acuity,Analyze,true,false
601,Slay Summoning,Summon 1 level 1/4 summon for free when you get a finishing blow.,,,,,,,,,,,,1,,1,Partial,Summoning,,"Summon,Finishing Blow,",false,false
602,Slay Summoning II,Summon 1 level 1/2 summon for free when you get a finishing blow.,,,,,,,,,,,,2,4,1,Partial,Summoning,,"Summon,Finishing Blow,",false,false
603,Slay Summoning III,Summon 1 level 1 summon for free when you get a finishing blow.,,,,,,,,,,,,3,6,1,Partial,Summoning,,"Summon,Finishing Blow,",false,false
604,Slay Summoning IV (opt 1),Summon 1 level 2 summon when you get a finishing blow.,,,,,,,,,,,,1,,1,Partial,Summoning,,"Summon,Finishing Blow,",false,false
605,Slay Summoning IV (opt 2),Summon 1 level 1 summon for free when you get a finishing blow.,,,,,,,,,,,,1,,2,Partial,Summoning,,"Summon,Finishing Blow,",false,false
606,Slow Fall,"As a quick reaction to taking fall damage, you can reduce the damage taken by 10.",,,,,,,,,,,,1,,,,Defensive,,"Reaction,Fall Damage,Action Point Cost,",true,false
607,Slow Fall II,"As a free reaction to taking fall damage, you can reduce the damage taken by 15.",,,,,,,,,,,,2,4,,,Defensive,,"Reaction,Fall Damage,Action Point Cost,",true,false
608,Slow Fall III,"As a free reaction to taking fall damage, you can reduce the damage taken by 35.",,,,,,,,,,,,3,6,,,Defensive,,"Reaction,Fall Damage,Action Point Cost,",true,false
609,Small Defenses,"When attacked by an enemy of a larger size than you, they decrease their attack roll by 1.",Small size or smaller,,,,,,,,,,,1,,,,Defensive,,Attack Debuff,false,false
610,Smite of Protection,"When you use a technique that successfully deals damage, you and each creature of your choice within 2 spaces are considered moderately obscured, or obscurity increases by 2 if already obscured, for one round as long as they remain within 2 spaces.",,,,,,,,,,,,1,,,,Utility,,"Obscurement,Technique,",false,false
611,Soldier's Dive,You can choose to gain resistance to all damage types for 2 rounds.,,Vitality,3,,,,,,,,,1,,2,Full,Defensive,,Damage Resistance,false,false
612,Speak with the Dead,"As a basic action, you may touch a corpse and cause it to answer up to five questions as it might have answered in life. The answers may be cryptic or repetitive. Once five questions have been asked, or after 10 minutes, the corpse returns to its inanimate state.",,,,,,,,,,,,1,6,1,Full,Utility,,Speak with Dead,true,false
613,Spectral Wings,"When you take the Move action, you may spend 1 Action Point in addition to gain a flying speed equal to your movement speed until the end of your turn.",,,,,,,,,,,,1,,3,Partial,Movement,,"Flying Speed,Action Point Cost,",false,false
614,Speed Climbing,Increase your climbing speed by 1/2 your Agility.,At least 1 Strength or 1 Vitality.,,,Climb,,,,,,,,1,,,,Movement,Agility,Climbing,true,false
615,Spell Manipulation,"Remove or reduce 1 power part from a power upon performing it. Don't pay the Energy cost for said part. (Does not permanently remove power parts, just upon performing.)",,,,,,,,,,,,1,,3,Partial,Utility,,"Power,Energy Cost Reduction,",false,false
616,Spell Manipulation II,"Remove or reduce up to 2 power parts from a power upon performing it. Don't pay the Energy cost for said parts. (Does not permanently remove power parts, just upon performing.)",,,,,,,,,,,,2,4,5,Partial,Utility,,"Power,Energy Cost Reduction,",false,false
617,Spiked Armor,"You gain access to the ""Spiked"" armor property, which allows you to deal 1d4 damage plus your martial attack bonus each time you achieve a Critical hit. Adding this property to armor costs 30 gold and has a 4 TP cost (which you already have proficiency with).",,,,craft,,,,,,,,1,,,,Offensive,,"Armor Property,Spiked,Critical Hit,",false,false
618,Spiked Mind,"When a creature deals psychic damage to you, that creature takes half of that damage as psychic damage themselves.",,,,,,,,,,,,1,,,,Defensive,,"Psychic Damage,Damage Reflection,",false,false
619,Spiked Mind II,"When a creature deals psychic damage to you, that creature takes the same amount of damage as psychic damage themselves.",,,,,,,,,,,,2,4,,,Defensive,,"Psychic Damage,Damage Reflection,",false,false
620,Spiritual Force,"When you make a martial attack, you may choose to change the damage dealt to spiritual damage instead.",,,,,,,,,,,,1,,,,Offensive,,"Martial Attack,Spiritual Damage,Light Damage,",false,false
621,Spiritual Force II,"When you make a martial attack, you may choose to change the damage dealt to spiritual or light damage instead. Additionally, once per round, you may make this damage deal an additional 1d8 spiritual damage.",,,,,,,,,,,,2,4,,,Offensive,,"Martial Attack,Spiritual Damage,Light Damage,",false,false
622,Spiritual Force III,"When you make a martial attack, you may choose to change the damage dealt to spiritual or light damage instead. Additionally, once per round, you may make this damage deal an additional 2d8 spiritual damage.",,,,,,,,,,,,3,6,,,Offensive,,"Martial Attack,Spiritual Damage,Light Damage,",false,false
623,Spiritual Shield,"When an ally within 6 spaces of you that you can see takes damage, you may use a quick reaction to reduce that damage by 1d6. You may level this feat, increasing the die size by 1d2. At levels 3 and 4, you gain 1 extra use of this feat. The level requirement increases by 4 per level of this feat.",,,,,,,,,,,,1,,4,Partial,Defensive,,"Quick Reaction,Damage Reduction,Ally,",false,false
624,Splitting Power,"You may choose two powers that cost no less than 50 Energy and target only one creature. When you use either, you can choose a second target within 2 spaces of the first to be affected by the power as well.",,,,,,,,,,,,1,,,,Utility,,"Power,Multi-Target,",false,false
625,Sprinter,Add 1/4 STR to MS.,,,,,,,,,,,,1,,,,Movement,Strength,Speed Increase,false,false
626,Staggering Blow,"When you deal damage equal to or more than the maximum damage that attack could normally deal, you may choose to cause the target to have -5 on the next defense that it has targeted in the next round.",,,,,,,,,,,,1,,,,Offensive,,"Damage,Defense Debuff,",false,false
627,Staggering Strikes,"When you achieve a critical hit with a weapon with the Staggered property, increase the applied Staggered Condition level by 2.",,,,,,,,,,,,1,,,,Offensive,,"Stagger,Critical Hit,",false,false
628,Starting on the Right Foot,"When combat starts, you gain +4 Movement Speed for two rounds.",,,,,,,,,,,,1,,,,Movement,Agility,"Speed Increase,Combat Start,",false,false
629,State of Defense,You may use a quick reaction to reduce damage dealt to you by any source by up to 1/4 of your total Energy. Spend 1 Energy for each 2 damage reduced this way.,,,,,,,,,,,,1,,,,Defensive,,"State,Quick Reaction,Damage Reduction,Energy Cost",false,true
630,State of the Eagle,You have a flying speed equal to 1/2 of your movement speed.,,,,,,,,,,,,1,,,,Movement,,"State,Flying Speed,",false,true
631,State of the Eagle II,You have a flying speed equal to your movement speed.,,,,,,,,,,,,2,4,,,Movement,,"State,Flying Speed,",false,true
632,State of the Lion,Enemies within 1 space of you have -3 to attack creatures other than you.,,,,,,,,,,,,1,,,,Control,,"State,Attack Debuff,",false,true
633,State of the Ram,"When you deal damage to a target with a weapon, you may choose to have them roll a Reflex or Might against your Attack Score or become knocked prone. This effect can only happen once a turn.",,,,,,,,,,,,1,,,,Offensive,,"State,Melee Weapon,Prone,",false,true
634,State of the Wolf,"While you are within 1 space of an enemy, your allies gain +1 to attack rolls against that enemy.",,,,,,state,,,,,,1,,,,Support,,"State,Attack Bonus,Ally,",false,true
635,Steady Aim,"As a quick action, you may gain +2 on your next martial attack roll, provided you haven't moved this turn.",,,,,,,,,,,,1,,,,Offensive,,"Quick Action,Attack Bonus,",false,false
636,Steady Aim,"As a quick action, you may gain +2 on your next martial attack roll, provided you haven't moved this turn. Your speed becomes 0 after using this action.",,,,,,,,,,,,1,,,,Offensive,,"Quick Action,Attack Bonus,",false,false
637,Steadying Focus,You may add your Acuity to your Fortitude defense.,,"Acuity, Fortitude","2, 1",,,,,,,,,1,,,,Defensive,Acuity,Fortitude,true,false
638,Still Mind,"Increase your Intelligence by +1 in combat for every 2 rounds you've remained stationary, to a maximum increase of +2. Persists until you move.",,Intelligence,2,,,,,,,,,1,,,,Ability Increase,Intelligence,Stationary,false,false
639,Stipulation,"Choose a feat you have. While you meet the criteria of a stipulation, you may treat that feat as one level higher (if any) than it is currently. Alternatively, you may choose a feat to add to your feat list which you do not have which persists until you no longer meet the criteria of your stipulation. Stipulations could be: Must be holding a specific item other than a weapon/shield, underwater, in the air, held by an ally, holding an ally, below half health, above full health, and so on. The feat that you choose must not be one which would primarily be used when that stipulation is met, such as a feat that allows flight having a stipulation of needing to be in the air. Approve the stipulation with your Realms Master. It should be used as a role-playing hook, character quirk, etc.",,,,,,,,,,,,1,,,,Utility,,"Feat Bonus,Feat Acquisition",true,false
640,Strategic Weaponry,"When you make an attack roll with a weapon that has properties which apply effects, you may choose to take -2 to your attack roll and increase one of those effects by one. Do this for each -2 you take.",,,,,,,,,,,,1,,,,Utility,,"Attack Roll Decrease,Apply Condition,",false,false
641,Strike of Force,"When you make an attack with unarmed prowess, you may choose to affect all targets in a line of spaces equal to your Martial Bonus, using one roll to hit and damage.",,,,,,,,,,,,1,,2,Partial,Offensive,,"Unarmed Prowess,Line Attack,",false,false
642,Strike of Truth,"After hitting a creature with an attack, they must roll Resolve against your Power or Technique Potency. On a failure, they become incapable of telling a lie for 10 minutes.",,,,,,,,,,,,1,,2,Full,Offensive,,,true,false
643,Studied Attacks,"When you make an attack roll against a creature's Evasion and miss, you gain Advantage on your next attack against that creature before the end of your next turn or for one round, whichever is longer.",,,,,,,,,,,,1,,,,Offensive,,"Attack,Evasion,Advantage,",false,false
644,Stunning Strike,"Once per turn, when you attack with a finesse weapon, you may reduce the damage of that attack by 2d6 (to a minimum of 0) to cause the target of the attack to make a Fortitude roll against your Attack Score, gaining Stun 2 on a failure.",Proficiency with Finesse property,Agility,2,,,,,,,,,1,,,,Offensive,,"Finesse Weapon,Stun,",false,false
645,Stunning Strike II,"Once per turn, when you attack with a finesse weapon, you may reduce the damage of that attack by 5d6 (to a minimum of 0) to cause the target of the attack to make a Fortitude roll against your Attack Score, gaining Stun 5 on a failure. You may choose between this and the 1st level of this fear's effect to use.",Proficiency with Finesse property,Agility,3,,,,,,,,,2,4,,,Offensive,,"Finesse Weapon,Stun,",false,false
646,Stylized Armor,"You gain access to the following armor properties: ""Stylize: Intimidate,"" ""Stylize: Charm,"" ""Stylize: Taunt,"" and ""Stylize: Persuade"" and may choose one of them to gain Proficiency in; the others must be gained by spending Training Points as normal. These armor parts give you +2 to their respective skills.",,,,,,,,,,,,1,,,,Utility,,"Armor,Skill Bonus",true,false
647,Subdue the Weak,"Once per turn, when you hit a creature that has less than full Health with a martial attack, you may deal 1d2 additional damage of the weapon’s type.",,,,,,,,,,,,1,,,,Offensive,,"Martial Attack,Damage Increase,",false,false
648,Subtle Truth,"When you fail an Intelligence skill roll to gain or recall information, you know if some of the information you gain is false such as occurs when you fail some skill rolls.",,,,,,,,,,,,1,,,,,,,true,false
649,Summon Familiar,"As a basic action, you may summon a 1/4th-level animal with no Energy cost that is loyal to you. Its form is spiritual only and persists until you take a Full Recovery. You must use the use of another feat that has at most 2 uses that it regains on a Partial or Full Recovery (at its base level) to use this feat.",A feat with at most 2 uses that renew on Partial or Full Recovery (at its base level),,,,,,,,,,,1,,,,Summoning,,"Familiar,Free Summon,",false,false
650,Summoning Specialty,"When you summon a creature using a power, you may add points to the Health or Energy maximum(s) of that creature equal to 1/2 your level. You should choose how much to increase each pool, dividing your level of points between them.",,,,,,,,,,,,1,,,,Summoning,,"Summon,Health Increase,Energy Increase,",false,false
651,Sundering Blow,"When you deal damage equal to or more than the maximum damage that attack could normally deal, you may choose to cause the next attack roll against this target by another creature to have +5.",,,,,,,,,,,,1,,,,Offensive,,"Damage,Attack Bonus,",false,false
652,Super Skillz,Increase the skill cap of one skill by 2 or two skills by 1. You can take this feat more than once.,"At least 2 points in chosen skills, or a 3 if one skill is chosen.",,,,,,,,,,,1,,,,Utility,,Skill Cap,true,false
653,Superior Experienced Defense,"As a basic reaction to being hit by an attack, you may gain resistance to that attack’s damage for one turn.",,,,,,,,,,,,1,,,,Defensive,,"Quick Reaction,Damage Resistance,",false,false
654,Superior Experienced Defense II,"As a quick reaction to being hit by an attack, you may gain resistance to that attack’s damage for one turn.",,,,,,,,,,,,2,4,,,Defensive,,"Quick Reaction,Damage Resistance,",false,false
655,Superiority,"When you use a technique that has an attack roll or potency, you may add 1d6 to the roll or score. You may level this feat, increasing the die by 1d2 up to a maximum of 1d12. The level requirement for this feat increases by 4 for each level of the feat. At the 3rd and 4th levels of this feat, you gain 1 extra use.",,,,,,,,,,,,1,,4,Partial,Offensive,,"Technique,Attack/Potency Increase,",false,false
656,Supernatural Wings,"As a quick action, you gain a flying speed of 12. This effect persists for 1 hour or until you decide to end it.",,,,,,,,,,,,1,14,,,Movement,,Flying Speed,true,false
657,Supreme Healing,"When you would roll dice to heal with a power, you may treat half the dice as healing their maximum possible number instead and roll the rest as normal.",,,,,,,,,3,,,1,,,,Support,,"Power,Heal,Healing Increase,",false,false
658,Supreme Healing II,"When you would roll dice to heal with a power, you may treat all dice as healing their maximum possible number instead.",,,,,,,,,4,,,2,4,,,Support,,"Power,Heal,Healing Increase,",false,false
659,Sure Innate Powers,"When you would not overcome a defense or miss with an innate power that deals damage, you may still deal half of the damage you would have dealt.",,,,,,,,,,,,1,,,,Offensive,,"Innate Power,Damage,",false,false
660,Surprising Strike,"When you make a martial attack against a target that hasn't had a turn in combat yet, you may add one extra die of the weapon's type to the damage.",,,,,,,,,,,,1,,,,Offensive,,"First Strike,Damage Increase,",false,false
661,Surrounded,Gain 1 Action Point for every 2 enemies in your Melee Range at the end of your turn.,,,,,,,,,,,,1,,,,Utility,,"Action Point,Melee,",false,false
662,Susceptibility Insight,"You may roll Insight against the Resolve of a creature, gaining a bonus to any Charm roll against that creature within the next 10 minutes equal to the degree of success of your Insight roll.",,,,"Charm, Insight",,,,,,,,1,,,,,,,true,false
663,Swift Powers,"When you use a power, it takes 1 action point less than it does regularly.",,,,,,,,,,,,1,,,,Utility,,"State,Power,Action Point Cost Reduction,",false,true
664,Swimmer,You can swim a number of spaces equal to 1/2 your movement speed when you take the move action. It costs 2 spaces of movement per space moved while swimming,,,,,,,,,,,,1,,,,Movement,,Swim,true,false
665,Tactical Expert,"When you achieve a critical hit with a weapon attack, you may choose to apply a Condition (level 2, if any) from any weapon property you are proficient with, even if the weapon does not have it.",Proficiency with at least 3 weapon properties,,,,,,,,,,,1,,,,Offensive,,"Critical Hit,Weapon Property,",false,false
666,Tandem Initiation,"When you roll initiative, you may add a number equal to your Charisma to the initiative roll of an ally who can see or hear you within 12 spaces.",,,,,,,,,,,,1,,,,Support,,"Initiative,Ally,",false,false
667,Tap for Tap,"If an attack hits you exactly on your Evasion (EV), you may immediately use a basic action attack as a quick reaction to attack that creature.",,,,,,,,,,,,1,,,,Offensive,,"Quick Reaction,Basic Action,",false,false
668,Taunting Jaunt,"When you teleport, each creature within 1 space of where you teleport must roll Resolve against your Potency or gain -3 for 1 round to attack creatures other than you. This effect does not occur outside of combat.",,,,,,,,,,,,1,,,,Control,,"Teleport,Attack Debuff,",false,false
669,Team Repositioning,"When an enemy moves within 1 space of you, you may spend a use of another feat or 3 energy and use a free reaction to move up to your movement speed. An ally of your choice within 6 spaces who can see or hear you can do the same.",,,,,,,,,,,,1,,,,Movement,Agility,"Reaction,Support,Ally",false,false
670,Telekinesis,"As a basic action, choose one loose object that is Large or smaller or one willing creature other than you. You transport the target up to 6 spaces to an unoccupied space you can see. If the target is Tiny, you can transport it to or from your hand.",,,,,,,,,,,,1,3,,,Utility,,Telekinesis,true,false
671,Telling Eye,Your Resolve and Insight increase by +2 when being misled or lied to.,,Charisma,1,,,,,,,,,1,,,,Utility,,"Resolve,Insight",true,false
672,The Beast,"As a free action, you may flip a coin. On heads, you stay normal; on tails, the RM controls you for 1 round. All stats get +2 and can exceed the cap by 1.",,,,,,,,,,,,1,,1,Full,Utility,,"Control,Stat Bonus,",false,false
673,The Holmes Effect,You can take an Intelligence Skill action as a free action once each round.,,Intelligence,4,,,,,,,,,1,,,,Utility,Intelligence,"Intelligence Skill,Free Action",true,false
674,Thieves' Best Friend,"When using the Tailor skill you may incorporate various hidden pockets into a piece of clothing, allowing the wearer to easily smuggle small objects. Objects slipped into or out of these pockets grant a +1 to Sleight of Hand Skill rolls per degree of success of crafted clothing.",,,,Tailor,,,,,,,,1,,,,Support,Agility,"Stealth,Skill,Craft,",true,false
675,Thick Skin,"When you are hit by a critical hit, reduce damage taken by 1/2 of your Vitality.",,,,,,,,,,,,1,,,,Defensive,,"Critical Hit,Damage Reduction,",false,false
676,Think Fast,"While in Terminal, increase your Intelligence by +1/4.",,Intelligence,2,,,,,,,,,1,,,,Ability Increase,Intelligence,Terminal,false,false
677,Think Fast II,"While in Terminal, increase your Intelligence by +1/2.",,Intelligence,3,,,,,,,,,2,4,,,Ability Increase,Intelligence,Terminal,false,false
678,Think Fast III,"While in Terminal, double your Intelligence.",,Intelligence,4,,,intelligence,,,,,,3,10,,,Ability Increase,Intelligence,Terminal,false,false
679,Third Eye,At the end of each full recovery choose one form of vision sight/sense other than blindsense. Gain that vision type to a range of 6 spaces until your next full recovery.,,,,,,,,,,,,1,14,,,Utility,,Sense,true,false
680,Timeless,You can no longer age or die of natural causes.,,,,,,,,,,,,1,18,,,Utility,,Timeless,true,false
681,Tinkerer,"You can create tiny working devices or automatons using 10 minutes of time and with a successful DS 12 Tinker roll. These can perform basic functions such as those specified in the Interact action. They can only perform the same task repetitively or begin performing a task for a set amount of time based on some realistic trigger, such as a timer, windup, or button.",,,,Tinker,3,,,,,,,1,,,,Utility,,"Tinker,Device,Automaton,",true,false
682,Tireless,"Once per Full Recovery when you finish a Partial Recovery, you may lose 1 level of exhaustion.",,,,,,,,,,,,1,6,,,Utility,,"Partial Recovery,Exhaustion",true,false
683,Tireless Warrior,"The first time you gain the Exhaustion condition each partial recovery, you instead take levels of Weakened equal to triple the amount of exhaustion you would've gained.",,Vitality,3,,,,,,,,,1,,1,Partial,Conditions,Vitality,",Exhaustion,Weakened,",false,false
684,To the Shadow Realm,"When you hit a creature with an attack roll against Evasion, you may cause that creature to roll Resolve against your Potency. On a failure, they disappear from this realm momentarily. The target takes 4d10 psychic damage and reappears at the beginning of their next turn with 2 fewer Action Points.",,,,,,,,,,,,1,,1,Full,Offensive,,"Attack,Evasion,Psychic Damage,",false,false
685,To the Shadow Realm II,"When you hit a creature with an attack roll against Evasion, you may cause that creature to roll Resolve against your Potency. On a failure, they disappear from this realm momentarily. The target takes 8d10 psychic damage and reappears at the beginning of their next turn with 3 fewer Action Points.",,,,,,,,,,,,2,4,1,Full,Offensive,,"Attack,Evasion,Psychic Damage,",false,false
686,Touch of Death,"When you reduce a creature to 0 Health with an attack, you may spend an Action Point to regain Health equal to your attack roll bonus (Attacking Ability + Martial Bonus).",,,,,,,,,,,,1,,5,Full,Utility,,"Heal,Action Point Cost,",false,false
687,Towering Physique,You count as one size larger when grappling.,,Might,3,,,,,,,,,1,,,,Control,Strength,"Grappling,Size Increase,",false,false
688,Trance,As a free action outside of combat you may gain blindsense in a radius of 2 spaces for a number of rounds equal to the points you have invested in the Perceive skill.,,,,,,,,,,,,1,,,,Utility,Acuity,"Sense,Skill",true,false
689,Trance of Balance,"Any attack against you loses all outside bonuses. Any time you roll a d20 and get below 10, you may choose to treat the roll as having gotten 10 instead. Outside bonuses could be bonuses from feats, powers, techniques, or other environmental factors that are not an archetype attack bonus or skill bonuses.",,,,,,,,,,,,1,,1,Full,Utility,,State,false,true
690,Tranquility,"After completing a Full Recovery, you cannot be attacked unless a target first overcomes your Resolve with a Charisma ability roll. This effect persists until you attack or are hit with an attack but persists no longer than 24 hours.",,"Charisma, Resolve","2, 3",,,,,,,,,1,,,,Utility,,,false,false
691,Transformed Maw,"You may use a quick action to morph jaws for one minute. Jaws are a 1d4 piercing damage weapon that uses Strength for attack and damage rolls. They count as unarmed prowess. Once per round, when you deal damage with your jaws, you heal an amount equal to your martial bonus.",,,,,,,,,,,,1,,2,Full,Offensive,,"State,Natural Weapon,Heal,",false,true
692,Transmutation,"When you use a power that deals elemental damage, you may change its damage type to a different element.",,,,,,,,,,,,1,,4,Full,Offensive,,"Power,Change Damage Type,Elemental Damage,",false,false
693,Transport State,"As a quick action, you may teleport to a location that you can see within 6 spaces of your current location. You may only do this once in a turn.",,,,,,,,,,,,1,,,,Movement,,"State,Teleport,Quick Action,",false,true
694,Transport State II,"As a quick action, you may teleport to a location that you can see within 12 spaces of your current location. You may only do this once in a turn. Once per state, you may increase this range to 36 and transport up to 6 willing creatures with you within 2 spaces of the target location.",,,,,,,,,,,,2,4,,,Movement,,"State,Teleport,Quick Action,Ally",false,true
695,Triage,Increase your healing done to terminal creatures by +1/4.,,,,,,,,,,,,1,,,,Support,,"Heal,Terminal,",false,false
696,Triage II,Increase your healing done to terminal creatures by +1/2.,,,,,,,,,,,,2,4,,,Support,,"Heal,Terminal,",false,false
697,Tripping Attack,"Once per turn, when you attack with a finesse weapon, you may reduce the damage of that attack by 1d6 (to a minimum of 0) to cause the target of the attack to make a Might or Reflex roll against your Attack Score, falling Prone upon a failure.",Proficiency with Finesse property or unarmed prowess.,Agility,2,,,,,,,,,1,,,,Offensive,,"Finesse Weapon,Prone,",false,false
698,Trying New Things,"Double your Training Points and Training Point maximum. You may choose how many of your total Training Points you wish to double this way; these Training Points may only be used on technique parts. Each time you level, you can increase this pool of doubled Training Points or choose to use them as singular Training Points for alternative uses.",,,,,,,,,,,,1,,,,Utility,,Training Points,false,false
699,Turn,"Choose one creature type other than humanoid. As a basic action, make a power attack against each creature of that creature type within 12 spaces, targeting Resolve. On a success, the creature(s) become frightened of you and take the Move action at least once each turn to move away from you if they can. This ends once the frightened condition ends, and the frightened condition ends if the creature takes damage or if you enter the dying condition.",,,,,,,,,,,,1,,2,Partial,Control,,"Power Attack,Frighten,",false,false
700,Turn II,"As a basic action, make a power attack against each creature of that creature type within 12 spaces, targeting Resolve. On a success, the creature(s) take a number of d8s equal to your Power Ability in Light, Dark, Spiritual, or Necrotic damage and become frightened of you and take the Move action at least once each turn to move away from you if they can. This ends once the frightened condition ends, and the frightened condition ends if the creature takes damage or if you enter the dying condition.",,,,,,,,,,,,2,4,2,Partial,Offensive,,"Power Attack,Frighten,",false,false
701,Twinned Power,"When you use a power with an energy cost less than or equal to 20 that targets only one creature, you may instead cause it to target one additional creature within range.",,,,,,,,,,,,1,,2,Full,Utility,,"Power,Multi-Target,",false,false
702,Two-Handed Power,"When making an attack with a two-handed weapon, you may spend 1 Action Point to add your martial bonus again to the attack roll.",,,,,,,,,,,,1,,,,Offensive,,"Two-Handed,Action Point Cost,",false,false
703,Unarmed Extension,"When you attack with unarmed prowess, you do so at a range of 4 spaces, using the same attack roll. The damage type of this attack can be any you choose. This attack deals 1d2 less damage than a regular unarmed attack. You may only use this type of attack once per turn.",,,,,,,,,,,,1,,,,Offensive,,"Unarmed Prowess,Ranged,",false,false
704,Unarmored Agility,Increase your Movement Speed by +2 when you are not wearing armor or wielding a shield.,,Agility,2,,,,,,,,5,1,,,,Movement,Agility,"Speed Increase,Unarmored,",false,false
705,Unarmored Agility II,Increase your Movement Speed by +3 when you are not wearing armor or wielding a shield.,,Agility,3,,,,,,,,5,2,4,,,Movement,Agility,"Speed Increase,Unarmored,",false,false
706,Unarmored Agility III,Increase your Movement Speed by +4 when you are not wearing armor or wielding a shield.,,Agility,4,,,,,,,,5,3,6,,,Movement,Agility,"Speed Increase,Unarmored,",false,false
707,Unarmored Defense (Opt 1),"While not wearing armor, reduce all damage taken by 2.",,Fortitude,3,,,,,,,,,1,,,,Damage Reduction,Vitality,Unarmored,false,false
708,Unarmored Defense (Opt 2),"While not wearing armor, reduce all damage taken by 3.",,Vitality,3,,,,,,,2,,1,,,,Damage Reduction,Vitality,Unarmored,false,false
709,Unarmored Defense II (Opt 1),"While not wearing armor, reduce all damage taken by 3.",,Fortitude,4,,,,,,,,,2,4,,,Damage Reduction,Vitality,Unarmored,false,false
710,Unarmored Defense II (Opt 2),"While not wearing armor, reduce all damage taken by 5.",,Vitality,4,,,,,,,2,,2,4,,,Damage Reduction,Vitality,Unarmored,false,false
